osm_id,osm_type,osm_class,osm_class_type,display_name
5537570373,N,amenity,cafe,"Köhlers, 2b, Am Schloß, Rottenbauer, Würzburg, Bayern, 97084, Deutschland"
558578013,N,place,village,"Frankenberg, Kulmbach, Landkreis Kulmbach, Bayern, 95336, Deutschland"
560852878,N,place,town,"Mongu, Mongu District, Western Province, Zambia"
565425441,N,place,village,"Marbach, Eppenschlag, Schönberg (VGem), Landkreis Freyung-Grafenau, Bayern, 94536, Deutschland"
571400151,N,place,city,"Tumakuru, Tumkur taluk, Tumakuru, Karnataka, 572101, India"
571433514,N,place,town,"Koppala, Koppala taluku, Koppal, Karnataka, 583231, India"
571469929,N,place,city,"Guntur, Andhra Pradesh, 522001, India"
571503830,N,place,suburb,"Lüne, Lüne-Moorfeld, Lüneburg, Niedersachsen, 21337, Deutschland"
571773704,N,place,city,"Meerut, Uttar Pradesh, 250001, India"
5722967600,N,place,town,"Khordha, Odisha, 752055, India"
58568637,N,place,city,"گلگت, تحصیل گلگت, ضلع گلگت, گلگت ڈویژن, گلگت بلتستان, 51100, پاکستان"
58950371,N,place,city,"Quito, Pichincha, 170130, Ecuador"
5925600644,N,place,village,"Londin, Yahukimo, Papua Pegunungan, Western New Guinea, Indonesia"
593878343,N,place,city,"Kolhapur, Karvir, Kolhapur, Maharashtra, 416003, India"
596240485,N,place,town,"Hove, Brighton and Hove, England, BN3 2AD, United Kingdom"
59630746,N,place,village,"Irenental, Tullnerbach, Bezirk St. Pölten, Niederösterreich, 3013, Österreich"
5992178210,N,place,town,"California, Moniteau County, Missouri, United States"
59953738,N,place,city,"Mahikeng, Mahikeng Local Municipality, Ngaka Modiri Molema District Municipality, North West, 2745, South Africa"
599928329,N,place,hamlet,"Heil, Bergkamen, Kreis Unna, Nordrhein-Westfalen, 59192, Deutschland"
60034262,N,place,city,"Krugersdorp, Mogale City Local Municipality, West Rand District Municipality, Gauteng, 1733, South Africa"
60140399,N,place,village,"Hedersdorf, Schnaittach, Landkreis Nürnberger Land, Bayern, 91220, Deutschland"
60485579,N,place,city,"Kigali, Akarere ka Nyarugenge, Umujyi wa Kigali, Rwanda"
60907763,N,place,city,"گوجرانوالہ, تحصیل گوجرانوالہ شہر, ضلع گوجرانوالہ, گوجرانوالہ ڈویژن, پنجاب, پاکستان"
619091882,N,place,city,"Navi Mumbai, Thane Taluka, Thane, Maharashtra, India"
6211766617,N,place,town,"Uthukottai, Uthukkottai, Thiruvallur, Tamil Nadu, 602026, India"
62792826,N,place,hamlet,"Madrid, Town of Madrid, Saint Lawrence County, New York, 13660, United States"
639654218,N,place,town,"Baiersdorf, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
6481464402,N,place,hamlet,"Middleton, Potterton, Aberdeenshire, Alba / Scotland, AB23 8UT, United Kingdom"
659535045,N,highway,bus_stop,"Frankenwarte, Spechtweg, Steinbachtal, Würzburg, Bayern, 97082, Deutschland"
66331528,N,place,city,"گوجر خان, تحصیل گوجر خان, ضلع راولپنڈی, راولپنڈی ڈویژن, پنجاب, پاکستان"
6647408855,N,place,county,"Regina (city), Saskatchewan, S4T 0X9, Canada"
6658113961,N,office,association,"Koica cameroo coree, Rue 1.792, Bastos, Yaoundé I, Communauté urbaine de Yaoundé, Mfoundi, Centre, Cameroun"
6683944704,N,place,town,"Garou, Malanville, Alibori, Bénin"
67157058,N,place,city,"काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
6765699485,N,place,city,"Lilongwe, Central Region, Malawi"
68674508,N,place,city,"Owen Sound, Grey County, Ontario, Canada"
687511075,N,amenity,theatre,"Waggonhalle, Rudolf-Bultmann-Straße, Biegenviertel, Marburg, Landkreis Marburg-Biedenkopf, Hessen, 35039, Deutschland"
7020623886,N,place,city,"Vidisha, Vidisha NagarTahsil, Vidisha, Madhya Pradesh, 464001, India"
703497634,N,place,hamlet,"Fresh Water, San Felipe Lazy Hill, Archipiélago de San Andrés, Providencia y Santa Catalina, Colombia"
711491831,N,place,town,"Karatina, Mathira West, Nyeri, 10101, Kenya"
71364807,N,place,town,"Pukekohe, Franklin, Auckland, 2120, New Zealand / Aotearoa"
71556493,N,place,city,"ጎንደር / Gonder, ሰሜን ጎንደር, አማራ ክልል Amhara أمحرة, 6200, ኢትዮጵያ إثيوبيا"
7205291725,N,place,house,"10, Kalchstraße, Rosenviertel, Memmingen, Bayern, 87700, Deutschland"
738885245,N,place,city,"Cardiff, Cymru / Wales, CF10 2AF, United Kingdom"
7499335147,N,place,hamlet,"Maryd, Alingsås distrikt, Alingsås kommun, Västra Götalands län, 441 51, Sverige"
7514139011,N,office,yes,"Kuttanadu Development Section, Vaikom, Padinjare Nad Road, Kochukavala, Vaikom, Kottayam, Kerala, 686141, India"
7646215719,N,place,quarter,"Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3JX, United Kingdom"
7649814849,N,place,hamlet,"El Chino, Tamasopo, San Luis Potosí, 79243, México"
780536498,N,place,city,"Gandhinagar, Gandhinagar Taluka, Gandhinagar, Gujarat, 382011, India"
7839987371,N,place,suburb,"Garmisch, Garmisch-Partenkirchen, Landkreis Garmisch-Partenkirchen, Bayern, 82467, Deutschland"
792010169,N,place,village,"Seacliff, Santa Cruz County, California, 95003, United States"
81458885,N,place,city,"کوئٹہ, تحصیل کوئٹہ شہر, ضلع کوئٹہ, کوئٹہ ڈویژن, بلوچستان, 87300, پاکستان"
817321619,N,amenity,bus_station,"Emmendingen Bahnhof, Bahnhofstraße, Quartier Dreikönig, Emmendingen (Kernstadt), Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
817806338,N,amenity,taxi,"Emmendingen Bahnhof, Bahnhofstraße, Quartier Dreikönig, Emmendingen (Kernstadt), Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
8469219857,N,place,hamlet,"Marrocco, Casalvieri, Frosinone, Lazio, 03034, Italia"
8541366252,N,place,city,"চট্টগ্রাম, চট্টগ্রাম শহর, চট্টগ্রাম জেলা, চট্টগ্রাম বিভাগ, 4000, বাংলাদেশ"
861942904,N,place,hamlet,"Chez Danger, Saint-Brice, Cognac, Charente, Nouvelle-Aquitaine, France métropolitaine, 16100, France"
864212820,N,place,village,"Sent, Scuol, Region Engiadina Bassa/Val Müstair, Graubünden/Grischun/Grigioni, 7554, Schweiz/Suisse/Svizzera/Svizra"
8685851399,N,place,house,"10, Lorenzer Platz, Altstadt, St. Lorenz, Nürnberg, Bayern, 90402, Deutschland"
871357842,N,place,village,"La Victoria, Santo Domingo Norte, Santo Domingo, 03007, República Dominicana"
8757639768,N,amenity,community_centre,"Dorftreff Kaffeesatz, 44, Hauptstraße, Malterdingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79364, Deutschland"
8808263154,N,place,locality,"Arburg, Habsheim, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68440, France"
8923659604,N,place,village,"جمالپور, تحصیل شکرگڑھ, ضلع نارووال, گوجرانوالہ ڈویژن, پنجاب, پاکستان"
89293667,N,place,city,"نوابشاہ, تعلقہ نوابشاہ, ضلع شہید بینظیر آباد, شہید بینظیر آباد ڈویژن, سندھ, پاکستان"
89313928,N,place,city,"سکھر, تعلقہ سکھر شہر, ضلع سکھر, سکھر ڈویژن, سندھ, 65200, پاکستان"
902983025,N,place,village,"Lon, Cassou, Ziro, Centre-Ouest, Burkina Faso"
917928963,N,place,village,"Abernethy, Perth and Kinross, Alba / Scotland, PH2 9JL, United Kingdom"
9314663092,N,place,village,"رسول پور, تحصیل لاہور شہر, ضلع لاہور, لاہور ڈویژن, پنجاب, 53701, پاکستان"
9424634217,N,leisure,sports_centre,"DAV Kletter- und Vereinszentrum / Sparkassen Bergwelt, 116, Hartmannstraße, Sebaldussiedlung, Erlangen, Bayern, 91052, Deutschland"
942873623,N,place,hamlet,"Dres, Cles, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38023, Italia"
9452645121,N,office,company,"Afric', Avenue Paul Doumer, Poto-Poto, Poto-Poto (arrondissement 3), Brazzaville (commune), Brazzaville (département), Congo"
956179375,N,place,village,"Fernabrünst, Großhabersdorf, Landkreis Fürth, Bayern, 90613, Deutschland"
9583206205,N,place,village,"Bangla, Devendranagar Tahsil, Panna, Madhya Pradesh, India"
959618169,N,place,city,"Xalapa, Veracruz, 91170, México"
9637312475,N,amenity,events_venue,"Karlstorbahnhof, 3, Marlene-Dietrich-Platz, Südstadt, Heidelberg, Baden-Württemberg, 69126, Deutschland"
9651787397,N,place,village,"Seguku, Wakiso, Central Region, Uganda"
9655019076,N,amenity,community_centre,"Christlicher Verein Junger Menschen Würzburg e.V., 2, Wilhelm-Schwinn-Platz, Würzburg Altstadt, Würzburg, Bayern, 97070, Deutschland"
9784135870,N,place,village,"Ndeiya, Waseges ward, Subukia, Nakuru, Kenya"
97922073,N,place,city,"Juba, Juba City, Juba, Central Equatoria الاستوائية المركزية, South Sudan جنوب السودان"
990078879,N,amenity,library,"Stadtbibliothek Erlangen, 1, Marktplatz, Innenstadt, Erlangen, Bayern, 91054, Deutschland"
9928246412,N,office,ngo,"Ital, Via Pasubio, Santa Lucia, Siracusa, Sicilia, Italia"
10012960,R,boundary,administrative,"Shikohabad, Firozabad, Uttar Pradesh, India"
10019384,R,boundary,administrative,"कानपुर, Kanpur Nagar, Uttar Pradesh, India"
10103487,R,boundary,administrative,"Industrial, Angul, Odisha, India"
10106202,R,boundary,administrative,"Kendrapara, Odisha, India"
10108023,R,boundary,administrative,"Bhubaneswar (M.Corp.), Khordha, Odisha, India"
10150660,R,boundary,administrative,"Sandnes, Rogaland, Norge"
1016504,R,boundary,administrative,"Herzogenaurach, Landkreis Erlangen-Höchstadt, Bayern, 91074, Deutschland"
1016505,R,boundary,administrative,"Möhrendorf, Landkreis Erlangen-Höchstadt, Bayern, 91096, Deutschland"
1016506,R,boundary,administrative,"Spardorf, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
1016513,R,boundary,administrative,"Bubenreuth, Landkreis Erlangen-Höchstadt, Bayern, 91088, Deutschland"
1016514,R,boundary,administrative,"Buckenhof, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
1016515,R,boundary,administrative,"Eckental, Landkreis Erlangen-Höchstadt, Bayern, 90542, Deutschland"
1016516,R,boundary,administrative,"Hemhofen, Landkreis Erlangen-Höchstadt, Bayern, 91334, Deutschland"
1016518,R,boundary,administrative,"Adelsdorf, Landkreis Erlangen-Höchstadt, Bayern, 91325, Deutschland"
1016519,R,boundary,postal_code,"91097, Oberreichenbach, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
1016525,R,boundary,administrative,"Aurachtal, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91086, Deutschland"
1016527,R,boundary,administrative,"Uttenreuth, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91080, Deutschland"
1016531,R,boundary,administrative,"Baiersdorf, Landkreis Erlangen-Höchstadt, Bayern, 91083, Deutschland"
1016534,R,boundary,administrative,"Heßdorf, Heßdorf (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91093, Deutschland"
10180981,R,boundary,administrative,"Guduru, Kurnool, Andhra Pradesh, 518466, India"
1021685,R,boundary,administrative,"Helmbrechts, Landkreis Hof, Bayern, 95233, Deutschland"
1022764,R,boundary,administrative,"Kulmbach, Landkreis Kulmbach, Bayern, 95326, Deutschland"
10264792,R,boundary,administrative,"香港島 Hong Kong Island, 香港 Hong Kong, 999077, 中国"
1026857,R,boundary,administrative,"Bad Staffelstein, Landkreis Lichtenfels, Bayern, 96231, Deutschland"
1027771,R,boundary,administrative,"Tatabánya, Tatabányai járás, Komárom-Esztergom vármegye, Közép-Dunántúl, Dunántúl, Magyarország"
1028804,R,boundary,administrative,"Postbauer-Heng, Landkreis Neumarkt in der Oberpfalz, Bayern, 92353, Deutschland"
1028816,R,boundary,administrative,"Berngau, Neumarkt in der Oberpfalz (VGem), Landkreis Neumarkt in der Oberpfalz, Bayern, 92361, Deutschland"
10330977,R,boundary,administrative,"Nagpur Urban Taluka, Nagpur, Maharashtra, India"
10351626,R,boundary,administrative,"Pune City, Pune, Maharashtra, India"
103703,R,boundary,administrative,"Manila, Capital District, Metro Manila, Philippines"
103716,R,boundary,administrative,"Makati, Southern Manila District, Metro Manila, Philippines"
10371838,R,boundary,administrative,"Kolkata, West Bengal, India"
10398244,R,boundary,administrative,"Gurgaon, Haryana, India"
1050510,R,boundary,administrative,"Gnarrenburg, Landkreis Rotenburg (Wümme), Niedersachsen, 27442, Deutschland"
105146,R,boundary,administrative,"Villejuif, L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94800, France"
105270,R,boundary,administrative,"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France"
10546821,R,boundary,administrative,"Kampala Capital City, Kampala, Central Region, Uganda"
1059432,R,boundary,administrative,"Grafenwöhr, Landkreis Neustadt an der Waldnaab, Bayern, 92655, Deutschland"
106956,R,boundary,administrative,"Sheffield, South Yorkshire, England, United Kingdom"
1070407,R,boundary,administrative,"Seward County, Kansas, United States"
1070411,R,boundary,administrative,"Neosho County, Kansas, United States"
1071015,R,boundary,administrative,"Bindlach, Landkreis Bayreuth, Bayern, 95463, Deutschland"
10718400,R,boundary,administrative,"Cenad, Timiș, România"
10718900,R,boundary,administrative,"Oradea, Zona Metropolitană Oradea, Bihor, România"
1077539,R,boundary,administrative,"Burgebrach, Burgebrach (VGem), Landkreis Bamberg, Bayern, 96138, Deutschland"
1080441,R,boundary,administrative,"Kleinsendelbach, Dormitz (VGem), Landkreis Forchheim, Bayern, Deutschland"
1080449,R,boundary,administrative,"Langensendelbach, Landkreis Forchheim, Bayern, Deutschland"
1080460,R,boundary,administrative,"Hiltpoltstein, Gräfenberg (VGem), Landkreis Forchheim, Bayern, 91355, Deutschland"
1080467,R,boundary,administrative,"Forchheim, Landkreis Forchheim, Bayern, 91301, Deutschland"
1080487,R,boundary,administrative,"Weilersbach, Kirchehrenbach (VGem), Landkreis Forchheim, Bayern, 91365, Deutschland"
1080490,R,boundary,administrative,"Neunkirchen am Brand, Landkreis Forchheim, Bayern, 91077, Deutschland"
1080493,R,boundary,administrative,"Eggolsheim, Landkreis Forchheim, Bayern, 91330, Deutschland"
108089,R,boundary,administrative,Ecuador
108318,R,boundary,administrative,"Saint-Mandé, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94160, France"
109166,R,boundary,administrative,"Wien, Österreich"
1096833,R,boundary,postal_code,"85354, Hohenbachern, Freising, Landkreis Freising, Bayern, Deutschland"
1100106,R,boundary,postal_code,"85521, Riemerling, Hohenbrunn, Landkreis München, Bayern, Deutschland"
1100802,R,boundary,postal_code,"80331, Altstadt-Lehel, München, Bayern, Deutschland"
1101466,R,boundary,postal_code,"90411, Ziegelstein, Nürnberg, Bayern, Deutschland"
1103635,R,boundary,postal_code,"21720, Mittelnkirchen, Samtgemeinde Lühe, Stade, Niedersachsen, Deutschland"
11042445,R,boundary,administrative,"Berlin, Capitol Planning Region, Connecticut, United States"
110451,R,boundary,administrative,"Wiener Neustadt, Niederösterreich, Österreich"
11049243,R,boundary,administrative,"Davis, Yolo County, California, United States"
110833,R,boundary,administrative,"Tempe, Maricopa County, Arizona, United States"
1109031,R,boundary,postal_code,"41460, Hafengebiet, Neuss, Rhein-Kreis Neuss, Nordrhein-Westfalen, Deutschland"
1109531,R,boundary,administrative,"Dublin, County Dublin, Leinster, Éire / Ireland"
1111973,R,boundary,postal_code,"88069, Oberhof, Tettnang, Verwaltungsgemeinschaft Tettnang, Bodenseekreis, Baden-Württemberg, Deutschland"
111257,R,boundary,administrative,"Phoenix, Maricopa County, Arizona, United States"
1112860,R,boundary,administrative,"Sexau, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79350, Deutschland"
1112861,R,boundary,administrative,"Waldkirch, VVG der Stadt Waldkirch, Landkreis Emmendingen, Baden-Württemberg, 79183, Deutschland"
1112863,R,boundary,administrative,"Elzach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, 79215, Deutschland"
1116270,R,boundary,administrative,"Alaska, United States"
111735,R,boundary,administrative,"Napa, Napa County, California, United States"
111968,R,boundary,administrative,"San Francisco, California, United States"
112130,R,boundary,administrative,"Los Gatos, Santa Clara County, California, United States"
112143,R,boundary,administrative,"San Jose, Santa Clara County, California, United States"
112145,R,boundary,administrative,"Sunnyvale, Santa Clara County, California, United States"
112298,R,boundary,administrative,"Boulder, Boulder County, Colorado, United States"
112304,R,boundary,administrative,"Longmont, Boulder County, Colorado, United States"
1124261,R,boundary,administrative,"Herbolzheim, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79336, Deutschland"
1124262,R,boundary,administrative,"Endingen am Kaiserstuhl, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79346, Deutschland"
1124266,R,boundary,administrative,"Bahlingen, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79353, Deutschland"
1124267,R,boundary,administrative,"Malterdingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
1124268,R,boundary,administrative,"Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
1124271,R,boundary,administrative,"Teningen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79331, Deutschland"
1124272,R,boundary,administrative,"Sasbach am Kaiserstuhl, Verwaltungsverband Nördlicher Kaiserstuhl, Landkreis Emmendingen, Baden-Württemberg, 79361, Deutschland"
1124273,R,boundary,administrative,"Kenzingen, Verwaltungsverband Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79341, Deutschland"
112467,R,boundary,administrative,"Purkersdorf, Bezirk St. Pölten, Niederösterreich, Österreich"
112533,R,boundary,administrative,"Vallejo, Solano County, California, United States"
1126214,R,boundary,administrative,"Biederbach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
1128379,R,boundary,administrative,"Orlando, Orange County, Florida, United States"
1128909,R,boundary,postal_code,"35039, Ortenberg, Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
1128911,R,boundary,postal_code,"35043, Schröck, Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
1130283,R,boundary,administrative,"Kandern, Verwaltungsgemeinschaft Kandern, Landkreis Lörrach, Baden-Württemberg, 79400, Deutschland"
1130787,R,boundary,postal_code,"95326, Metzdorf, Ziegelhütten, Kulmbach, Landkreis Kulmbach, Bayern, Deutschland"
113158,R,boundary,administrative,"Santa Rosa, Sonoma County, California, United States"
1132157,R,boundary,postal_code,"91056, Büchenbach, Erlangen, Bayern, Deutschland"
1132199,R,boundary,postal_code,"91058, Bruck, Erlangen, Bayern, Deutschland"
1132256,R,boundary,postal_code,"91052, Innenstadt, Erlangen, Bayern, Deutschland"
1132257,R,boundary,postal_code,"91054, Burgberg, Erlangen, Bayern, Deutschland"
113314,R,boundary,administrative,"Austin, Travis County, Texas, United States"
1136068,R,boundary,postal_code,"91080, Spardorf, Uttenreuth (VGem), Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
1136079,R,boundary,postal_code,"91096, Mark, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
11381689,R,boundary,administrative,"Adelaide, Adelaide City Council, South Australia, Australia"
1143746,R,boundary,postal_code,"91590, Reckersdorf, Bruckberg, Weihenzell (VGem), Landkreis Ansbach, Bayern, Deutschland"
1143757,R,boundary,postal_code,"91522, Meinhardswinden, Ansbach, Bayern, Deutschland"
1145583,R,boundary,postal_code,"91301, Forchheim, Landkreis Forchheim, Bayern, Deutschland"
1145584,R,boundary,postal_code,"91077, Baad, Neunkirchen am Brand, Landkreis Forchheim, Bayern, Deutschland"
114686,R,boundary,administrative,México
114690,R,boundary,administrative,"Texas, United States"
1151349,R,boundary,postal_code,"97076, Lengfeld, Würzburg, Bayern, Deutschland"
1152723,R,boundary,administrative,"Berling, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57370, France"
115354,R,boundary,administrative,"Turkey, Hall County, Texas, 79261, United States"
1155955,R,boundary,administrative,Liechtenstein
11676682,R,boundary,administrative,"Moranbah, Isaac Regional, Queensland, 4744, Australia"
11677685,R,boundary,administrative,"Woody Point, Greater Brisbane, City of Moreton Bay, Queensland, Australia"
11677687,R,boundary,administrative,"Redcliffe, Greater Brisbane, City of Moreton Bay, Queensland, Australia"
11677792,R,boundary,administrative,"City of Brisbane, Queensland, Australia"
11678062,R,boundary,administrative,"Clontarf, Toowoomba Regional, Queensland, 4357, Australia"
116883,R,landuse,forest,"Hürtgenwald, Simmerath, Städteregion Aachen, Nordrhein-Westfalen, Deutschland"
11689681,R,boundary,administrative,"Shire Of York, Western Australia, 6302, Australia"
1170527,R,boundary,postal_code,"56566, Heimbach-Weis, Neuwied, Landkreis Neuwied, Rheinland-Pfalz, Deutschland"
117178,R,boundary,administrative,"Dover, Kent County, Delaware, United States"
1176343,R,boundary,administrative,"Limours, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91470, France"
1176597,R,boundary,postal_code,"31655, Obernwöhren, Hörkamp, Stadthagen, Landkreis Schaumburg, Niedersachsen, Deutschland"
1176598,R,boundary,administrative,"Stadthagen, Landkreis Schaumburg, Niedersachsen, 31655, Deutschland"
1177823,R,boundary,administrative,"Wedemark, Region Hannover, Niedersachsen, 30900, Deutschland"
1178612,R,boundary,postal_code,"97837, Erlenbach, Erlenbach bei Marktheidenfeld, Verwaltungsgemeinschaft Marktheidenfeld, Landkreis Main-Spessart, Bayern, Deutschland"
117925,R,boundary,administrative,"West Palm Beach, Palm Beach County, Florida, United States"
11797890,R,boundary,administrative,"Cork, County Cork, Munster, Éire / Ireland"
1180153,R,boundary,postal_code,"97633, Saal an der Saale, Saal an der Saale (VGem), Landkreis Rhön-Grabfeld, Bayern, Deutschland"
1180492,R,boundary,administrative,"Texas County, Missouri, United States"
118082,R,boundary,ceremonial,"Lancashire, England, United Kingdom"
1180945,R,boundary,postal_code,"97199, Hohestadt, Ochsenfurt, Landkreis Würzburg, Bayern, Deutschland"
1181618,R,boundary,administrative,"Springfield, Hampden County, Massachusetts, United States"
118362,R,boundary,administrative,"Leeds, West Yorkshire, England, United Kingdom"
1184562,R,boundary,administrative,"Wadgassen, Landkreis Saarlouis, Saarland, 66787, Deutschland"
1184825,R,boundary,administrative,"Kirkel, Saarpfalz-Kreis, Saarland, 66459, Deutschland"
1187159,R,boundary,administrative,"Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland"
1188765,R,boundary,postal_code,"61118, Gronau, Bad Vilbel, Wetteraukreis, Hessen, Deutschland"
118879,R,boundary,administrative,"Fort Myers, Lee County, Florida, United States"
1188819,R,boundary,postal_code,"60385, Bornheim, Bornheim/Ostend, Frankfurt am Main, Hessen, Deutschland"
1188830,R,boundary,postal_code,"60320, Dornbusch, Mitte-Nord, Frankfurt am Main, Hessen, Deutschland"
1188873,R,boundary,postal_code,"64404, Bickenbach, Landkreis Darmstadt-Dieburg, Hessen, Deutschland"
1188954,R,boundary,postal_code,"64683, Einhausen, Kreis Bergstraße, Hessen, Deutschland"
119515,R,boundary,administrative,"Rome, Floyd County, Georgia, United States"
119557,R,boundary,administrative,"Atlanta, Fulton County, Georgia, United States"
119595,R,boundary,administrative,"Lawrenceville, Gwinnett County, Georgia, United States"
11984247,R,boundary,administrative,"New Zealand, Kings County, Prince Edward Island, Canada"
119877,R,boundary,administrative,"Albany, Dougherty County, Georgia, United States"
120027,R,boundary,administrative,Colombia
1207838,R,boundary,administrative,"Iași, Zona Metropolitană Iași, Iași, România"
120965,R,boundary,administrative,"Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France"
1216769,R,boundary,administrative,"Miami, Miami-Dade County, Florida, United States"
1216849,R,boundary,administrative,"Tampa, Hillsborough County, Florida, United States"
1216863,R,boundary,administrative,"Weston, Broward County, Florida, United States"
1224652,R,boundary,administrative,"Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, Argentina"
122586,R,boundary,administrative,"Illinois, United States"
122604,R,boundary,administrative,"Chicago, South Chicago Township, Cook County, Illinois, United States"
1228205,R,boundary,postal_code,"75196, Wilferdingen, Remchingen, Enzkreis, Baden-Württemberg, Deutschland"
1231100,R,boundary,postal_code,"67133, Maxdorf, Rhein-Pfalz-Kreis, Rheinland-Pfalz, Deutschland"
1231107,R,boundary,postal_code,"67550, Abenheim, Westliche Außenbezirke, Worms, Rheinland-Pfalz, Deutschland"
1231960,R,boundary,administrative,"Spaichingen, Verwaltungsgemeinschaft Spaichingen, Landkreis Tuttlingen, Baden-Württemberg, 78549, Deutschland"
12394677,R,boundary,administrative,"काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल"
1240588,R,boundary,administrative,"Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland"
1241644,R,boundary,administrative,"Simmern/Hunsrück, Simmern-Rheinböllen, Rhein-Hunsrück-Kreis, Rheinland-Pfalz, 55469, Deutschland"
1241809,R,boundary,postal_code,"45665, Berghausen, Suderwich, Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland"
1242298,R,boundary,administrative,"Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, Deutschland"
1242305,R,boundary,administrative,"Unterkirnach, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78089, Deutschland"
1243175,R,boundary,postal_code,"55768, Hoppstädten, Hoppstädten-Weiersbach, Birkenfeld, Landkreis Birkenfeld, Rheinland-Pfalz, Deutschland"
1244015,R,boundary,administrative,"Hackenheim, Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland"
1244160,R,boundary,administrative,"Bad Sobernheim, Nahe-Glan, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55566, Deutschland"
1248406,R,boundary,administrative,"Udenheim, Wörrstadt, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland"
1250226,R,boundary,administrative,"Wörrstadt, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland"
1250541,R,boundary,postal_code,"45770, Sinsen-Lenkerbeck, Marl, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland"
1251066,R,boundary,administrative,"Council of the City of Sydney, New South Wales, Australia"
1251557,R,boundary,administrative,"Falkensee, Havelland, Brandenburg, 14612, Deutschland"
1252923,R,boundary,administrative,"Mohale's Hoek District, Lesotho"
1252924,R,boundary,administrative,"Mafeteng District, 900, Lesotho"
1254494,R,boundary,administrative,"Eisenberg (Pfalz), Donnersbergkreis, Rheinland-Pfalz, 67304, Deutschland"
1258406,R,boundary,postal_code,"78050, Villingen, Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, Deutschland"
1259562,R,boundary,administrative,"Oran, Daïra Oran, Oran, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
127012,R,boundary,administrative,"Detroit, Pike County, Illinois, United States"
127309,R,boundary,administrative,"Fort Wayne, Allen County, Indiana, United States"
